Respondent_ID,Age_Group,Gender,City_Tier,Status,Income,Gaming_Platform,Gaming_Hours_Per_Week,Setup_Type,Price_Sensitivity,Preferred_Style,Preferred_Color,Purchase_Channel,Spending_Per_Purchase,Annual_Setup_Budget,Purchase_Likelihood,Own_Keycaps,Own_Coiled_Cable,Own_Deskmat,Own_Cable_Sleeves,Own_Streaming_Gear
995,18-21,Male,Tier 3,Student,Under 20000,PC/Laptop,>20,Console,Discount seeker,No preference,Red,Amazon,500-1500,Under 2000,Unlikely,0,0,0,1,0
996,31-40,Female,Tier 1,Student,No income,Multiple,<2,Mobile only,Balanced,RGB,Red,Amazon,500-1500,Under 2000,Very likely,0,1,0,0,0
997,18-21,Male,Tier 1,Freelancer/Creator,Under 20000,PC/Laptop,6-10,High-end PC,Balanced,Anime,Pastel,Flipkart,500-1500,2000-5000,Likely,0,0,1,1,0
998,18-21,Male,Tier 1,Freelancer/Creator,50000-100000,Xbox,6-10,High-end PC,Discount seeker,Anime,Red,Brand Website,1500-3000,5000-10000,Maybe,0,0,0,0,0
999,18-21,Male,Tier 3,Student,100000-200000,Xbox,6-10,Mobile only,Balanced,RGB,Purple,Offline Store,3000-7000,10000-20000,Very likely,0,0,1,1,0
1000,22-25,Male,Tier 3,Student,20000-50000,Xbox,6-10,Mid-range PC,Cheapest option,RGB,Green,Flipkart,500-1500,5000-10000,Very unlikely,0,0,1,0,1
1001,Under 18,Male,Tier 2,Student,Above 200000,PC/Laptop,2-5,High-end PC,Balanced,No preference,RGB,Amazon,7000+,10000-20000,Very likely,0,0,1,0,0
1002,Above 40,Female,Tier 3,Other,20000-50000,Mobile,<2,Basic PC/Laptop,Discount seeker,Cyberpunk,RGB,Flipkart,500-1500,2000-5000,Maybe,0,0,1,0,0
1003,26-30,Male,Tier 2,Working Professional,Under 20000,Mobile,6-10,Mid-range PC,Premium buyer,RGB,Pastel,Offline Store,Under 500,2000-5000,Very likely,1,0,1,1,0
1004,22-25,Female,Tier 2,Working Professional,20000-50000,Mobile,10-20,Console,Balanced,Minimal,Blue,International Websites,500-1500,2000-5000,Likely,0,0,0,0,0
1005,Under 18,Male,Tier 1,Student,No income,PC/Laptop,2-5,Basic PC/Laptop,Cheapest option,Cyberpunk,RGB,Offline Store,500-1500,2000-5000,Unlikely,0,0,0,0,0
1006,22-25,Male,Tier 1,Other,50000-100000,Mobile,6-10,Mobile only,Discount seeker,Cyberpunk,Pastel,International Websites,1500-3000,10000-20000,Likely,0,0,0,1,1
1007,18-21,Male,Tier 2,Freelancer/Creator,20000-50000,PC/Laptop,6-10,High-end PC,Discount seeker,Cyberpunk,Black,Amazon,500-1500,5000-10000,Likely,1,0,0,0,0
1008,18-21,Prefer not to say,Tier 3,Business Owner,100000-200000,PC/Laptop,2-5,Mid-range PC,Discount seeker,RGB,Blue,Flipkart,7000+,10000-20000,Likely,0,0,0,1,0
1009,31-40,Male,Tier 2,Business Owner,100000-200000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,No preference,Black,Flipkart,3000-7000,Above 20000,Very unlikely,0,0,0,1,1
1010,18-21,Male,Tier 2,Working Professional,Under 20000,Multiple,>20,Basic PC/Laptop,Discount seeker,Anime,Purple,Amazon,500-1500,Under 2000,Maybe,0,0,0,0,0
1011,22-25,Male,Tier 2,Student,Under 20000,Mobile,2-5,Mobile only,Balanced,No preference,Black,Flipkart,Under 500,2000-5000,Very likely,0,1,1,1,0
1012,22-25,Male,Tier 2,Student,50000-100000,Multiple,2-5,Mid-range PC,Premium buyer,Cyberpunk,White,Flipkart,1500-3000,5000-10000,Likely,1,0,1,0,0
1013,31-40,Male,Tier 3,Working Professional,20000-50000,PC/Laptop,6-10,Console,Discount seeker,No preference,Red,Brand Website,1500-3000,5000-10000,Likely,1,1,0,1,0
1014,22-25,Male,Tier 3,Student,20000-50000,PlayStation,2-5,Basic PC/Laptop,Premium buyer,RGB,Red,Brand Website,1500-3000,2000-5000,Very unlikely,1,1,0,0,0
1015,Under 18,Female,Tier 1,Business Owner,No income,Mobile,<2,High-end PC,Discount seeker,RGB,Purple,Amazon,500-1500,Under 2000,Maybe,0,0,1,0,0
1016,22-25,Male,Tier 1,Student,20000-50000,PlayStation,2-5,Basic PC/Laptop,Discount seeker,RGB,White,Amazon,500-1500,5000-10000,Likely,0,0,0,0,1
1017,22-25,Male,Tier 1,Working Professional,Under 20000,Mobile,>20,Basic PC/Laptop,Balanced,RGB,Pastel,Brand Website,Under 500,2000-5000,Very unlikely,0,0,0,0,0
1018,31-40,Male,Tier 2,Student,Under 20000,Xbox,<2,Basic PC/Laptop,Balanced,RGB,Red,Brand Website,500-1500,Under 2000,Unlikely,0,0,1,1,0
1019,Under 18,Male,Tier 1,Student,50000-100000,Mobile,2-5,Mid-range PC,Balanced,Minimal,Red,Offline Store,1500-3000,10000-20000,Likely,0,0,1,0,0
1020,22-25,Male,Tier 1,Student,Under 20000,PlayStation,6-10,Mobile only,Premium buyer,Cyberpunk,Purple,Amazon,Under 500,Under 2000,Very likely,0,0,1,0,0
1021,31-40,Female,Tier 3,Working Professional,100000-200000,PC/Laptop,2-5,High-end PC,Discount seeker,Minimal,Black,International Websites,7000+,10000-20000,Very likely,0,0,1,0,1
1022,18-21,Male,Tier 2,Student,No income,Mobile,10-20,Console,Balanced,Cyberpunk,Black,Flipkart,500-1500,Under 2000,Likely,0,0,0,0,0
1023,Under 18,Female,Tier 2,Other,No income,Mobile,2-5,Console,Balanced,Cyberpunk,RGB,Amazon,500-1500,2000-5000,Unlikely,0,0,0,0,0
1024,18-21,Male,Tier 2,Working Professional,Under 20000,PlayStation,<2,Mid-range PC,Balanced,No preference,Black,Flipkart,Under 500,2000-5000,Maybe,1,0,0,0,0
1025,26-30,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,2-5,Mid-range PC,Discount seeker,No preference,Blue,Amazon,Under 500,Under 2000,Likely,0,0,1,0,1
1026,22-25,Female,Tier 1,Working Professional,50000-100000,Multiple,2-5,Mid-range PC,Balanced,Anime,Black,Offline Store,1500-3000,5000-10000,Likely,0,0,1,0,0
1027,Above 40,Male,Tier 2,Student,20000-50000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,No preference,Purple,Flipkart,1500-3000,2000-5000,Likely,0,0,0,0,0
1028,26-30,Male,Tier 1,Working Professional,20000-50000,Mobile,6-10,Mid-range PC,Balanced,Cyberpunk,Red,Amazon,500-1500,5000-10000,Very likely,0,0,1,1,0
1029,31-40,Male,Tier 3,Student,No income,Mobile,<2,Mobile only,Discount seeker,No preference,Red,Brand Website,500-1500,2000-5000,Likely,0,0,1,0,0
1030,18-21,Male,Tier 2,Student,20000-50000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,RGB,Purple,Amazon,1500-3000,5000-10000,Unlikely,0,0,0,0,0
1031,18-21,Female,Tier 1,Student,Under 20000,Mobile,>20,Basic PC/Laptop,Cheapest option,RGB,Pastel,Amazon,Under 500,2000-5000,Very likely,0,0,0,0,0
1032,18-21,Male,Tier 1,Business Owner,Under 20000,Mobile,6-10,Mid-range PC,Balanced,RGB,Purple,Amazon,500-1500,2000-5000,Maybe,0,0,0,1,0
1033,22-25,Male,Tier 3,Working Professional,20000-50000,Multiple,6-10,High-end PC,Balanced,Minimal,Black,Brand Website,500-1500,2000-5000,Unlikely,0,0,1,0,0
1034,Under 18,Prefer not to say,Tier 2,Working Professional,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Discount seeker,No preference,Purple,Amazon,500-1500,2000-5000,Maybe,1,0,0,0,0
1035,22-25,Male,Tier 3,Student,20000-50000,PC/Laptop,<2,Mid-range PC,Balanced,No preference,Green,International Websites,500-1500,5000-10000,Very unlikely,0,0,0,0,0
1036,Under 18,Female,Tier 2,Working Professional,100000-200000,Multiple,6-10,Basic PC/Laptop,Cheapest option,Cyberpunk,RGB,Amazon,3000-7000,10000-20000,Likely,0,1,1,0,1
1037,22-25,Female,Tier 1,Working Professional,20000-50000,Xbox,6-10,Console,Balanced,Minimal,Black,Offline Store,500-1500,2000-5000,Very likely,0,0,0,0,0
1038,22-25,Male,Tier 2,Student,No income,Mobile,6-10,Console,Balanced,RGB,Blue,Brand Website,500-1500,2000-5000,Maybe,1,0,0,0,1
1039,18-21,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,6-10,Mid-range PC,Balanced,Anime,Blue,Amazon,Under 500,Under 2000,Very likely,1,0,1,0,1
1040,18-21,Male,Tier 2,Working Professional,20000-50000,PC/Laptop,<2,Basic PC/Laptop,Balanced,Anime,White,Amazon,1500-3000,5000-10000,Likely,0,1,0,0,0
1041,22-25,Male,Tier 3,Working Professional,20000-50000,Multiple,>20,Mid-range PC,Premium buyer,Anime,Black,Amazon,500-1500,5000-10000,Very likely,0,0,1,1,0
1042,22-25,Male,Tier 1,Student,50000-100000,PC/Laptop,10-20,Basic PC/Laptop,Balanced,No preference,Black,Amazon,1500-3000,5000-10000,Maybe,1,0,0,0,0
1043,Above 40,Female,Tier 2,Student,20000-50000,PC/Laptop,<2,Mid-range PC,Cheapest option,Anime,RGB,Flipkart,1500-3000,2000-5000,Very likely,1,0,0,0,0
1044,22-25,Male,Tier 2,Student,50000-100000,PC/Laptop,10-20,Basic PC/Laptop,Discount seeker,Cyberpunk,Red,Flipkart,3000-7000,10000-20000,Maybe,0,1,0,0,0
1045,22-25,Male,Tier 3,Other,20000-50000,Xbox,6-10,Mid-range PC,Balanced,Cyberpunk,Black,Offline Store,1500-3000,5000-10000,Very unlikely,1,0,0,0,0
1046,18-21,Male,Tier 2,Working Professional,20000-50000,Mobile,<2,High-end PC,Discount seeker,RGB,Blue,Flipkart,1500-3000,5000-10000,Maybe,0,0,1,1,1
1047,22-25,Male,Tier 3,Working Professional,20000-50000,Multiple,10-20,Mobile only,Balanced,Minimal,Purple,Flipkart,500-1500,5000-10000,Unlikely,0,0,0,0,0
1048,18-21,Male,Tier 2,Working Professional,Under 20000,Multiple,6-10,Basic PC/Laptop,Premium buyer,No preference,Red,International Websites,500-1500,Under 2000,Very likely,0,1,0,0,0
1049,22-25,Male,Tier 3,Business Owner,20000-50000,Mobile,6-10,Mid-range PC,Discount seeker,Anime,Green,Offline Store,500-1500,5000-10000,Likely,0,0,0,0,0
1050,18-21,Male,Tier 1,Working Professional,50000-100000,Multiple,6-10,High-end PC,Cheapest option,Cyberpunk,Blue,Brand Website,3000-7000,10000-20000,Likely,0,0,0,0,1
1051,22-25,Male,Tier 3,Working Professional,50000-100000,Multiple,2-5,Mobile only,Discount seeker,Anime,Blue,Amazon,3000-7000,5000-10000,Maybe,0,1,0,0,0
1052,18-21,Male,Tier 2,Freelancer/Creator,Under 20000,Xbox,2-5,High-end PC,Balanced,RGB,Blue,Amazon,Under 500,2000-5000,Maybe,0,0,0,0,0
1053,22-25,Female,Tier 2,Student,20000-50000,Mobile,<2,Mobile only,Cheapest option,Cyberpunk,Red,Offline Store,500-1500,5000-10000,Unlikely,0,0,1,0,0
1054,18-21,Male,Tier 3,Student,20000-50000,Multiple,6-10,Mobile only,Discount seeker,No preference,Purple,Amazon,1500-3000,2000-5000,Unlikely,0,0,0,0,0
1055,18-21,Male,Tier 3,Student,Under 20000,Mobile,6-10,Mobile only,Premium buyer,RGB,Red,Offline Store,Under 500,Under 2000,Maybe,0,0,0,0,0
1056,22-25,Female,Tier 2,Working Professional,20000-50000,PlayStation,>20,Basic PC/Laptop,Balanced,No preference,White,Amazon,500-1500,5000-10000,Maybe,0,0,1,0,0
1057,Under 18,Male,Tier 3,Freelancer/Creator,Under 20000,PC/Laptop,2-5,Mid-range PC,Discount seeker,No preference,White,International Websites,500-1500,2000-5000,Likely,0,1,0,1,0
1058,31-40,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,>20,Console,Discount seeker,RGB,Purple,Amazon,500-1500,5000-10000,Maybe,0,0,1,0,0
1059,Under 18,Female,Tier 2,Student,No income,PC/Laptop,<2,Basic PC/Laptop,Balanced,Minimal,Green,Amazon,Under 500,Under 2000,Unlikely,0,0,0,0,0
1060,18-21,Male,Tier 3,Business Owner,No income,PC/Laptop,>20,High-end PC,Discount seeker,No preference,Green,International Websites,500-1500,Under 2000,Very unlikely,0,0,0,1,1
1061,22-25,Female,Tier 2,Working Professional,50000-100000,Mobile,6-10,Mid-range PC,Discount seeker,Minimal,Purple,Flipkart,1500-3000,5000-10000,Likely,1,0,1,0,0
1062,18-21,Female,Tier 1,Working Professional,50000-100000,PlayStation,>20,Mobile only,Balanced,No preference,White,Amazon,1500-3000,10000-20000,Likely,0,1,1,0,0
1063,22-25,Male,Tier 1,Student,20000-50000,Mobile,6-10,High-end PC,Discount seeker,Anime,Red,Flipkart,1500-3000,2000-5000,Unlikely,0,1,1,0,0
1064,31-40,Male,Tier 3,Working Professional,20000-50000,PC/Laptop,2-5,Mobile only,Balanced,Anime,Green,Amazon,1500-3000,2000-5000,Maybe,0,0,0,0,0
1065,26-30,Male,Tier 3,Freelancer/Creator,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,Cyberpunk,Black,Offline Store,500-1500,5000-10000,Likely,1,0,0,1,0
1066,22-25,Male,Tier 1,Working Professional,No income,Mobile,6-10,Mobile only,Balanced,Cyberpunk,Pastel,Amazon,Under 500,2000-5000,Maybe,0,0,0,0,0
1067,18-21,Female,Tier 2,Student,Under 20000,Mobile,10-20,High-end PC,Discount seeker,Anime,Green,Flipkart,Under 500,Under 2000,Maybe,1,0,1,0,0
1068,22-25,Male,Tier 2,Student,No income,PlayStation,6-10,Mobile only,Balanced,Cyberpunk,Red,Flipkart,Under 500,2000-5000,Very likely,1,0,1,0,0
1069,22-25,Prefer not to say,Tier 1,Working Professional,100000-200000,PC/Laptop,10-20,Mobile only,Discount seeker,Anime,RGB,Amazon,7000+,10000-20000,Likely,0,1,1,0,0
1070,Under 18,Female,Tier 2,Business Owner,20000-50000,Mobile,6-10,Basic PC/Laptop,Balanced,Minimal,Purple,Offline Store,1500-3000,5000-10000,Maybe,0,0,0,0,0
1071,18-21,Male,Tier 1,Freelancer/Creator,20000-50000,Mobile,<2,Mid-range PC,Balanced,Anime,Green,Offline Store,1500-3000,5000-10000,Unlikely,0,0,0,1,1
1072,22-25,Male,Tier 3,Working Professional,20000-50000,Multiple,6-10,Basic PC/Laptop,Discount seeker,Cyberpunk,White,Flipkart,1500-3000,5000-10000,Maybe,0,0,0,0,0
1073,Above 40,Male,Tier 2,Student,50000-100000,Mobile,6-10,Mid-range PC,Balanced,Minimal,Purple,Flipkart,3000-7000,5000-10000,Maybe,1,1,1,0,1
1074,26-30,Male,Tier 1,Student,No income,PC/Laptop,<2,Basic PC/Laptop,Balanced,Cyberpunk,White,Amazon,500-1500,Under 2000,Maybe,1,1,1,0,0
1075,18-21,Male,Tier 1,Other,No income,PC/Laptop,2-5,Basic PC/Laptop,Balanced,No preference,RGB,Flipkart,500-1500,2000-5000,Very likely,0,0,0,0,0
1076,22-25,Female,Tier 1,Student,No income,Xbox,6-10,Basic PC/Laptop,Discount seeker,Minimal,Red,Offline Store,500-1500,2000-5000,Maybe,0,0,0,0,0
1077,Under 18,Female,Tier 2,Student,No income,Xbox,>20,Basic PC/Laptop,Cheapest option,Minimal,Pastel,Amazon,500-1500,2000-5000,Maybe,1,0,0,0,0
1078,22-25,Female,Tier 2,Working Professional,Under 20000,PlayStation,10-20,Mobile only,Premium buyer,Minimal,Red,Flipkart,Under 500,2000-5000,Likely,0,0,1,0,0
1079,26-30,Prefer not to say,Tier 1,Working Professional,Under 20000,PC/Laptop,6-10,Console,Premium buyer,No preference,RGB,International Websites,500-1500,Under 2000,Unlikely,1,0,0,0,0
1080,31-40,Male,Tier 1,Working Professional,Under 20000,PlayStation,2-5,Mobile only,Balanced,Minimal,Purple,Amazon,500-1500,Under 2000,Likely,0,0,1,0,0
1081,18-21,Male,Tier 1,Working Professional,Under 20000,Xbox,6-10,Mid-range PC,Discount seeker,No preference,Pastel,Flipkart,500-1500,2000-5000,Likely,1,0,1,0,0
1082,26-30,Female,Tier 2,Working Professional,Under 20000,Xbox,<2,High-end PC,Discount seeker,RGB,White,Amazon,Under 500,Under 2000,Very likely,1,0,0,0,0
1083,26-30,Male,Tier 2,Working Professional,20000-50000,Mobile,10-20,Mid-range PC,Balanced,RGB,Red,Amazon,500-1500,5000-10000,Maybe,0,0,1,0,0
1084,26-30,Male,Tier 2,Working Professional,No income,Multiple,2-5,Mobile only,Premium buyer,Cyberpunk,RGB,Amazon,Under 500,Under 2000,Very likely,0,0,1,0,0
1085,18-21,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,10-20,Basic PC/Laptop,Discount seeker,Anime,Purple,Amazon,1500-3000,5000-10000,Likely,0,0,0,0,0
1086,22-25,Male,Tier 3,Student,50000-100000,Multiple,6-10,Mobile only,Discount seeker,Anime,White,Amazon,1500-3000,10000-20000,Very likely,0,0,1,0,0
1087,18-21,Male,Tier 3,Student,20000-50000,Mobile,2-5,Basic PC/Laptop,Balanced,Anime,Black,Brand Website,7000+,Above 20000,Maybe,0,0,0,0,0
1088,26-30,Female,Tier 1,Other,Under 20000,Mobile,<2,Mobile only,Discount seeker,No preference,Green,Brand Website,Under 500,2000-5000,Very likely,1,0,1,0,0
1089,Under 18,Male,Tier 1,Student,No income,PC/Laptop,<2,Mobile only,Balanced,Minimal,Pastel,Amazon,500-1500,2000-5000,Maybe,0,1,0,0,1
1090,18-21,Male,Tier 1,Student,Above 200000,PC/Laptop,>20,Mobile only,Discount seeker,Cyberpunk,Pastel,Amazon,7000+,10000-20000,Very likely,0,0,1,0,1
1091,22-25,Male,Tier 3,Student,Under 20000,PC/Laptop,<2,Basic PC/Laptop,Balanced,Cyberpunk,Red,Flipkart,Under 500,2000-5000,Very unlikely,0,0,0,0,0
1092,31-40,Male,Tier 1,Student,No income,PC/Laptop,6-10,High-end PC,Balanced,Anime,Pastel,Flipkart,Under 500,2000-5000,Likely,0,1,0,0,0
1093,18-21,Male,Tier 1,Student,Under 20000,Multiple,6-10,High-end PC,Discount seeker,Minimal,Red,Offline Store,Under 500,Under 2000,Maybe,0,1,0,0,0
1094,26-30,Female,Tier 3,Student,100000-200000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,Minimal,RGB,Flipkart,7000+,10000-20000,Likely,1,0,0,1,0
1095,22-25,Male,Tier 2,Working Professional,No income,Multiple,<2,Mid-range PC,Premium buyer,Cyberpunk,RGB,Flipkart,500-1500,Under 2000,Maybe,1,0,0,1,0
1096,22-25,Male,Tier 1,Freelancer/Creator,No income,Mobile,6-10,Mobile only,Cheapest option,Cyberpunk,RGB,Flipkart,500-1500,2000-5000,Maybe,0,0,1,1,1
1097,Under 18,Female,Tier 3,Student,20000-50000,Mobile,6-10,Mobile only,Balanced,Cyberpunk,Black,Brand Website,1500-3000,2000-5000,Unlikely,0,1,0,0,0
1098,18-21,Female,Tier 3,Student,Under 20000,PC/Laptop,6-10,Mobile only,Discount seeker,Anime,Pastel,Flipkart,500-1500,Under 2000,Maybe,0,0,1,0,1
1099,26-30,Female,Tier 3,Other,20000-50000,PC/Laptop,2-5,Console,Premium buyer,No preference,RGB,Amazon,1500-3000,2000-5000,Very likely,0,0,0,0,0
1100,18-21,Male,Tier 2,Working Professional,Under 20000,Mobile,2-5,Console,Balanced,RGB,Red,Amazon,500-1500,2000-5000,Unlikely,0,0,0,1,0
1101,18-21,Male,Tier 1,Working Professional,No income,PlayStation,<2,Basic PC/Laptop,Balanced,No preference,White,Flipkart,Under 500,2000-5000,Very likely,0,0,0,0,0
1102,18-21,Male,Tier 3,Student,No income,Mobile,>20,Mobile only,Balanced,RGB,Purple,Flipkart,Under 500,2000-5000,Maybe,0,0,1,0,0
1103,18-21,Male,Tier 2,Working Professional,No income,PC/Laptop,2-5,Console,Balanced,RGB,RGB,Flipkart,500-1500,2000-5000,Likely,0,1,1,0,0
1104,18-21,Prefer not to say,Tier 1,Student,20000-50000,Mobile,2-5,Basic PC/Laptop,Premium buyer,Anime,Pastel,Offline Store,1500-3000,5000-10000,Very likely,1,0,0,1,1
1105,22-25,Male,Tier 2,Working Professional,20000-50000,Mobile,<2,Basic PC/Laptop,Discount seeker,RGB,Purple,Amazon,1500-3000,2000-5000,Maybe,0,0,0,0,0
1106,22-25,Female,Tier 2,Student,20000-50000,Multiple,<2,Mobile only,Discount seeker,No preference,Red,Brand Website,500-1500,5000-10000,Likely,0,1,0,0,0
1107,Under 18,Female,Tier 2,Freelancer/Creator,50000-100000,PC/Laptop,2-5,Console,Balanced,No preference,Black,International Websites,3000-7000,10000-20000,Maybe,0,1,0,0,0
1108,26-30,Male,Tier 1,Student,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Cheapest option,No preference,White,Amazon,500-1500,2000-5000,Very likely,1,0,1,0,0
1109,22-25,Male,Tier 2,Working Professional,No income,Xbox,6-10,Basic PC/Laptop,Discount seeker,Anime,Purple,Flipkart,500-1500,Under 2000,Likely,0,0,0,0,0
1110,18-21,Male,Tier 3,Student,No income,PlayStation,6-10,Mid-range PC,Discount seeker,No preference,Red,Flipkart,Under 500,2000-5000,Very likely,0,0,1,0,0
1111,22-25,Female,Tier 1,Working Professional,No income,PC/Laptop,<2,Console,Balanced,Minimal,Purple,Offline Store,Under 500,2000-5000,Maybe,1,0,0,1,0
1112,26-30,Male,Tier 1,Working Professional,No income,Mobile,2-5,High-end PC,Balanced,No preference,Black,Amazon,500-1500,Under 2000,Very likely,0,0,0,1,0
1113,18-21,Female,Tier 3,Student,Under 20000,Mobile,2-5,Console,Cheapest option,No preference,Red,International Websites,500-1500,2000-5000,Likely,0,1,0,0,0
1114,18-21,Male,Tier 3,Student,No income,PC/Laptop,6-10,High-end PC,Balanced,Minimal,RGB,Flipkart,Under 500,Under 2000,Unlikely,0,1,0,0,0
1115,Under 18,Male,Tier 1,Student,Under 20000,Mobile,2-5,Mid-range PC,Premium buyer,Anime,Black,Flipkart,500-1500,Under 2000,Likely,0,0,0,0,0
1116,26-30,Male,Tier 3,Student,Above 200000,PC/Laptop,2-5,Mid-range PC,Balanced,Cyberpunk,Pastel,Offline Store,7000+,Above 20000,Maybe,1,0,0,0,1
1117,22-25,Male,Tier 1,Working Professional,100000-200000,PC/Laptop,2-5,Mid-range PC,Discount seeker,No preference,Blue,Amazon,7000+,Above 20000,Very likely,0,0,0,0,1
1118,31-40,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,2-5,Mid-range PC,Balanced,Minimal,Pastel,Offline Store,Under 500,2000-5000,Likely,0,0,0,0,0
1119,26-30,Female,Tier 1,Working Professional,100000-200000,Mobile,<2,Basic PC/Laptop,Premium buyer,Cyberpunk,Pastel,Offline Store,7000+,10000-20000,Likely,0,0,0,1,0
1120,18-21,Female,Tier 1,Student,20000-50000,PlayStation,<2,High-end PC,Discount seeker,No preference,Green,International Websites,1500-3000,5000-10000,Very likely,0,0,1,0,1
1121,Under 18,Female,Tier 2,Working Professional,Under 20000,Mobile,<2,High-end PC,Balanced,Anime,White,Offline Store,500-1500,2000-5000,Maybe,0,0,0,1,0
1122,22-25,Male,Tier 3,Freelancer/Creator,20000-50000,PlayStation,6-10,Basic PC/Laptop,Balanced,Minimal,Blue,Amazon,1500-3000,2000-5000,Likely,0,0,0,0,0
1123,Under 18,Male,Tier 3,Working Professional,Under 20000,Multiple,<2,Mobile only,Balanced,RGB,Black,Amazon,Under 500,Under 2000,Likely,0,0,1,1,0
1124,18-21,Male,Tier 1,Working Professional,No income,Mobile,6-10,Mid-range PC,Balanced,No preference,White,Amazon,500-1500,2000-5000,Likely,1,0,0,0,0
1125,22-25,Male,Tier 2,Freelancer/Creator,20000-50000,PC/Laptop,2-5,Mobile only,Premium buyer,Anime,Purple,Flipkart,500-1500,2000-5000,Maybe,0,0,1,0,0
1126,22-25,Male,Tier 2,Working Professional,50000-100000,PC/Laptop,2-5,Mobile only,Discount seeker,RGB,Black,Amazon,1500-3000,5000-10000,Maybe,1,1,1,0,0
1127,22-25,Female,Tier 1,Student,20000-50000,PC/Laptop,6-10,Mobile only,Discount seeker,RGB,White,Offline Store,500-1500,5000-10000,Likely,1,1,1,0,0
1128,22-25,Male,Tier 3,Other,20000-50000,Mobile,6-10,Basic PC/Laptop,Balanced,No preference,Red,Offline Store,500-1500,2000-5000,Likely,0,1,1,1,0
1129,Under 18,Female,Tier 1,Freelancer/Creator,50000-100000,Mobile,<2,Basic PC/Laptop,Cheapest option,Cyberpunk,White,Flipkart,3000-7000,10000-20000,Likely,0,0,1,1,1
1130,22-25,Female,Tier 1,Working Professional,20000-50000,Multiple,10-20,Mobile only,Cheapest option,Anime,Purple,Offline Store,500-1500,2000-5000,Very likely,1,0,0,0,0
1131,18-21,Male,Tier 2,Business Owner,50000-100000,PlayStation,2-5,Mid-range PC,Balanced,RGB,Pastel,Amazon,3000-7000,10000-20000,Very unlikely,0,0,0,0,0
1132,Under 18,Female,Tier 1,Student,No income,Mobile,<2,High-end PC,Balanced,Anime,Purple,Flipkart,Under 500,2000-5000,Very likely,0,0,0,0,0
1133,Under 18,Male,Tier 1,Student,Under 20000,Multiple,6-10,Console,Cheapest option,Minimal,Pastel,International Websites,Under 500,2000-5000,Maybe,0,0,0,0,1
1134,18-21,Female,Tier 2,Student,Under 20000,Xbox,2-5,Console,Cheapest option,No preference,Pastel,Offline Store,Under 500,Under 2000,Likely,1,0,0,0,0
1135,Under 18,Male,Tier 2,Student,20000-50000,Mobile,6-10,Mobile only,Balanced,Anime,White,Amazon,500-1500,2000-5000,Likely,0,0,0,0,0
1136,22-25,Female,Tier 3,Working Professional,20000-50000,PlayStation,>20,Basic PC/Laptop,Balanced,Anime,RGB,Amazon,500-1500,5000-10000,Maybe,1,0,0,1,1
1137,18-21,Male,Tier 2,Student,50000-100000,PC/Laptop,<2,Mid-range PC,Balanced,RGB,Black,Amazon,3000-7000,10000-20000,Very likely,1,0,1,0,0
1138,18-21,Male,Tier 2,Working Professional,50000-100000,Mobile,6-10,Basic PC/Laptop,Cheapest option,Anime,Pastel,Flipkart,1500-3000,10000-20000,Very unlikely,1,0,0,0,0
1139,22-25,Female,Tier 1,Student,No income,Mobile,6-10,Mid-range PC,Discount seeker,Cyberpunk,White,Amazon,Under 500,Under 2000,Very likely,0,0,1,1,0
1140,Under 18,Male,Tier 2,Working Professional,50000-100000,PC/Laptop,2-5,Basic PC/Laptop,Discount seeker,Cyberpunk,White,Amazon,3000-7000,10000-20000,Very likely,0,0,0,0,0
1141,22-25,Male,Tier 1,Student,Under 20000,Mobile,<2,Basic PC/Laptop,Premium buyer,Cyberpunk,Black,Amazon,Under 500,2000-5000,Very likely,0,0,0,1,0
1142,Under 18,Male,Tier 2,Student,Under 20000,PC/Laptop,<2,Mobile only,Balanced,Anime,White,Brand Website,500-1500,2000-5000,Maybe,0,0,1,0,0
1143,22-25,Female,Tier 2,Working Professional,No income,PC/Laptop,<2,Basic PC/Laptop,Cheapest option,Minimal,Black,Amazon,500-1500,Under 2000,Very likely,0,1,0,0,1
1144,26-30,Male,Tier 3,Working Professional,Under 20000,PlayStation,10-20,Basic PC/Laptop,Premium buyer,Cyberpunk,White,International Websites,500-1500,2000-5000,Very likely,0,0,0,0,0
1145,18-21,Male,Tier 2,Working Professional,20000-50000,PC/Laptop,2-5,Mobile only,Balanced,Cyberpunk,Blue,Amazon,500-1500,2000-5000,Very unlikely,1,0,1,0,0
1146,18-21,Male,Tier 2,Student,Under 20000,PC/Laptop,6-10,Mid-range PC,Premium buyer,No preference,Blue,Flipkart,500-1500,2000-5000,Unlikely,0,0,0,0,1
1147,26-30,Male,Tier 1,Working Professional,20000-50000,PlayStation,10-20,Console,Balanced,No preference,Purple,Offline Store,1500-3000,5000-10000,Maybe,1,1,0,0,1
